function_name,cpu-cycles,instructions,cache-misses,cache-ref 
THFloatVector_fill_NEON,3376,2956,0,7 
THFloatVector_fill_NEON,0,0,0,0 
THFloatVector_fill_NEON,0,0,0,0 
THFloatVector_fill_NEON,0,0,0,0 
THFloatVector_fill_NEON,3492,2956,0,7 
THFloatVector_fill_NEON,0,0,0,0 
THFloatVector_fill_NEON,3330,2956,0,7 
THFloatVector_fill_NEON,0,0,0,0 
THFloatVector_fill_NEON,0,0,0,0 
THFloatVector_fill_NEON,0,0,0,0 
THFloatVector_fill_NEON,3292,2956,0,15 
THFloatVector_fill_NEON,0,0,0,0 
THFloatVector_fill_NEON,0,0,0,0 
THFloatVector_fill_NEON,3467,2956,0,9 
THFloatVector_fill_NEON,0,0,0,0 
THFloatVector_fill_NEON,3293,2956,0,6 
THFloatVector_fill_NEON,3322,2956,0,10 
THFloatVector_fill_NEON,0,0,0,0 
THFloatVector_fill_NEON,10296,2956,0,12 
THFloatVector_fill_NEON,3359,2956,0,12 
THFloatVector_fill_NEON,0,0,0,0 
THFloatVector_fill_NEON,0,0,0,0 
THFloatVector_fill_NEON,3354,2956,0,10 
THFloatVector_fill_NEON,0,0,0,0 
THFloatVector_fill_NEON,0,0,0,0 
THFloatVector_fill_NEON,0,0,0,0 
THFloatVector_fill_NEON,0,0,0,0 
THFloatVector_fill_NEON,9131,2956,0,38 
THFloatVector_fill_NEON,3497,2956,0,34 
THFloatVector_fill_NEON,3251,2956,0,12 
THFloatVector_fill_NEON,0,0,0,0 
THFloatVector_fill_NEON,0,0,0,0 
THFloatVector_fill_NEON,0,0,0,0 
THFloatVector_fill_NEON,0,0,0,0 
THFloatVector_fill_NEON,0,0,0,0 
THFloatVector_fill_NEON,3418,2956,0,13 
THFloatVector_fill_NEON,0,0,0,0 
THFloatVector_fill_NEON,0,0,0,0 
check_gamma5_errata,0,0,0,0 
check_gamma5_errata,3411,2914,3,11 
check_gamma5_errata,0,0,0,0 
check_gamma5_errata,0,0,0,0 
check_gamma5_errata,3292,2914,3,11 
check_gamma5_errata,3383,2914,3,4 
check_gamma5_errata,3217,2914,0,13 
check_gamma5_errata,3273,2914,2,6 
check_gamma5_errata,3175,2914,0,8 
check_gamma5_errata,0,0,0,0 
check_gamma5_errata,3648,2914,0,20 
check_gamma5_errata,41661,42411,3,14 
check_gamma5_errata,0,0,0,0 
check_gamma5_errata,0,0,0,0 
check_gamma5_errata,3295,2914,4,8 
check_gamma5_errata,0,0,0,0 
check_gamma5_errata,0,0,0,0 
check_gamma5_errata,0,0,0,0 
check_gamma5_errata,0,0,0,0 
check_gamma5_errata,0,0,0,0 
check_gamma5_errata,0,0,0,0 
check_gamma5_errata,0,0,0,0 
check_gamma5_errata,0,0,0,0 
check_gamma5_errata,0,0,0,0 
check_gamma5_errata,0,0,0,0 
check_gamma5_errata,0,0,0,0 
check_gamma5_errata,0,0,0,0 
check_gamma5_errata,3672,2914,8,13 
check_gamma5_errata,3255,2914,0,8 
check_gamma5_errata,0,0,0,0 
check_gamma5_errata,3262,2914,3,12 
check_gamma5_errata,0,0,0,0 
check_gamma5_errata,3350,2914,1,12 
check_gamma5_errata,3379,2914,1,9 
check_gamma5_errata,0,0,0,0 
check_gamma5_errata,0,0,0,0 
check_gamma5_errata,0,0,0,0 
check_gamma5_errata,0,0,0,0 
check_gamma5_errata,3518,2914,5,10 
check_gamma5_errata,0,0,0,0 
check_gamma5_errata,0,0,0,0 
check_gamma5_errata,0,0,0,0 
check_gamma5_errata,0,0,0,0 
check_gamma5_errata,0,0,0,0 
check_gamma5_errata,0,0,0,0 
check_gamma5_errata,0,0,0,0 
check_gamma5_errata,0,0,0,0 
check_gamma5_errata,4199,2914,1,10 
check_gamma5_errata,0,0,0,0 
check_gamma5_errata,3777,2914,2,6 
check_gamma5_errata,0,0,0,0 
check_gamma5_errata,0,0,0,0 
check_gamma5_errata,0,0,0,0 
check_gamma5_errata,0,0,0,0 
check_gamma5_errata,0,0,0,0 
check_gamma5_errata,0,0,0,0 
check_gamma5_errata,0,0,0,0 
check_gamma5_errata,0,0,0,0 
check_gamma5_errata,0,0,0,0 
check_gamma5_errata,3923,2914,5,8 
check_gamma5_errata,0,0,0,0 
check_gamma5_errata,3709,2914,5,10 
check_gamma5_errata,0,0,0,0 
check_gamma5_errata,0,0,0,0 
check_gamma5_errata,0,0,0,0 
check_gamma5_errata,0,0,0,0 
check_gamma5_errata,0,0,0,0 
check_gamma5_errata,0,0,0,0 
check_gamma5_errata,0,0,0,0 
check_gamma5_errata,0,0,0,0 
check_gamma5_errata,0,0,0,0 
